1,5022012.68
2,2567299.647
3,2029661.515
4,1720966.206
5,1484608.354
6,1327476.744
7,1177807.834
8,1051213.554
9,1012386.474
10,920297.3217
11,910724.3982
12,862759.6419
13,794959.0219
14,757263.1091
15,718139.6255
